loan_granted,is_first_loan,fully_repaid_previous_loans,currently_repaying_other_loans,total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number
0,1,-1,-1,5700,0.78,1902,5088,1,14200,41,3
1,1,-1,-1,2400,0.73,1568,570,0,0,66,5
0,1,-1,-1,4100,0.93,4183,1635,1,32900,48,8
0,0,1,0,3300,0.59,862,1377,0,0,47,5
1,1,-1,-1,5700,0.78,1913,4674,1,18200,47,2
1,1,-1,-1,4600,0.79,714,4694,1,14500,34,2
1,1,-1,-1,5100,0.71,924,3051,0,0,34,1
1,0,1,0,3200,0.92,546,2508,1,30500,48,4
0,1,-1,-1,3300,0.95,1203,3585,1,6500,36,2
0,1,-1,-1,900,0.55,203,3359,0,0,29,2
0,1,-1,-1,3200,1,1544,3548,0,0,46,4
0,1,-1,-1,3000,1,923,3420,0,0,56,4
1,0,1,0,3200,0.93,764,3259,1,33900,61,5
1,1,-1,-1,4700,0.83,638,1340,0,0,60,3
1,1,-1,-1,3500,0.82,310,228,1,27400,38,8
1,0,1,1,2600,0.85,2085,2311,1,12600,21,3
1,1,-1,-1,4900,0.78,490,3563,1,14100,33,2
0,0,1,0,4900,1.05,983,1251,1,17500,33,8
0,0,1,0,4900,0.43,1217,888,1,44700,26,1
1,1,-1,-1,8300,0.56,3361,5551,1,27700,56,6
0,0,1,1,4000,0.72,1238,1905,0,0,29,2
0,1,-1,-1,3000,0.71,3539,3659,1,10500,53,5
1,1,-1,-1,3400,0.33,2807,658,1,38700,45,7
0,0,1,1,1400,0.59,1043,2968,0,0,33,2
1,0,1,0,5900,0.74,591,1670,0,0,31,1
1,0,1,1,3000,0.5,2157,5653,1,48800,52,3
0,0,1,1,3500,1.07,1083,2600,1,36500,38,0
0,0,1,1,5500,0.86,1158,1949,0,0,40,8
1,1,-1,-1,5000,0.77,3578,6544,1,10200,53,3
1,1,-1,-1,4800,0.82,1657,5276,1,24300,51,1
0,1,-1,-1,3800,1.03,791,2820,0,0,35,1
1,0,1,0,5200,0.54,3069,4703,1,50300,39,4
1,1,-1,-1,4900,0.83,3215,4250,1,51600,57,6
1,0,1,1,3100,0.74,49,4656,1,25800,32,3
1,1,-1,-1,5500,0.54,4568,18,1,50500,44,7
0,1,-1,-1,3700,0.8,873,5010,0,0,44,4
0,1,-1,-1,3100,0.39,1175,4031,1,38400,19,5
1,0,1,0,2400,0.56,1644,5468,1,31000,63,8
1,1,-1,-1,2900,0.89,1926,3027,0,0,31,8
0,0,0,0,5300,0.68,2796,3191,1,32700,50,0
0,0,1,1,3200,0.51,1495,738,0,0,45,1
1,1,-1,-1,1900,0.78,656,1769,1,36000,27,5
0,0,1,1,1900,0.83,1931,2796,1,30700,49,1
0,0,1,1,500,0.71,691,3396,1,14200,22,8
1,1,-1,-1,6500,0.42,2155,3765,0,0,42,6
0,0,1,0,6200,0.57,2279,4188,1,27700,41,1
1,0,1,1,3000,0.65,1428,970,1,29700,30,3
0,1,-1,-1,1400,0.85,1103,3059,0,0,37,8
1,1,-1,-1,2600,0.72,3888,582,1,52600,36,8
1,0,1,0,5600,0.84,849,2023,1,35100,54,6
0,1,-1,-1,5000,0.42,1541,1904,1,36400,22,5
0,1,-1,-1,3500,1.02,815,2706,0,0,39,0
1,0,0,1,5800,0.67,1827,2363,0,0,38,8
0,1,-1,-1,6400,0.53,2337,4577,1,38900,35,5
1,1,-1,-1,4300,0.8,2168,4408,1,30800,43,3
1,0,1,0,8200,0.76,6071,5246,1,4900,39,1
0,0,1,1,5300,0.2,1595,1388,0,0,40,5
1,0,1,0,500,0.69,1187,1510,1,21300,18,1
0,1,-1,-1,2100,0.95,1345,7,0,0,35,8
1,1,-1,-1,3200,0.48,848,2402,1,23400,37,6
0,1,-1,-1,0,-1,892,2646,1,23300,38,2
0,0,1,0,2700,0.75,2924,7752,1,35700,49,0
0,0,1,1,2900,1.08,1054,219,1,12300,24,1
0,1,-1,-1,3800,0.9,1585,2241,1,23900,58,8
0,0,1,0,0,-1,1175,2120,0,0,22,1
1,1,-1,-1,6200,0.4,843,5213,1,57900,37,6
0,1,-1,-1,5400,1.02,1443,1942,0,0,48,8
1,0,1,0,5200,0.92,3019,4345,0,0,41,0
0,1,-1,-1,2700,0.39,2185,5711,0,0,31,7
1,0,1,0,4600,0.84,4527,2330,1,34200,36,1
1,1,-1,-1,6700,0.55,2383,6296,1,38400,35,6
1,0,1,0,4000,0.91,2830,6200,1,38700,46,4
0,1,-1,-1,2500,0.76,654,685,1,24000,36,6
0,1,-1,-1,5400,0.95,661,1091,1,29500,45,2
0,0,1,1,2400,1.01,347,1833,1,32000,26,8
1,0,1,0,4600,0.64,1076,790,1,25100,38,7
0,0,0,0,3900,0.62,1833,2423,0,0,49,1
1,1,-1,-1,2300,0.42,1473,3147,1,39900,48,1
0,0,1,1,3300,0.81,970,1581,0,0,55,8
0,0,1,1,3900,0.63,754,3785,0,0,58,8
1,0,1,1,5500,0.96,1045,5582,1,17900,45,2
0,1,-1,-1,2400,0.73,723,4348,0,0,47,2
0,0,0,1,3500,0.92,660,2064,0,0,54,8
1,1,-1,-1,4100,0.8,250,3104,1,13600,40,2
1,0,1,0,0,-1,1227,2160,0,0,48,6
1,1,-1,-1,4000,0.79,1725,3046,1,42400,48,2
0,0,1,1,5100,1.01,51,1227,1,23900,35,8
1,1,-1,-1,3400,0.5,939,3030,1,33000,38,8
1,0,1,0,6700,0.63,900,2342,1,36600,35,3
1,1,-1,-1,4400,0.74,1362,4738,1,19100,47,5
1,1,-1,-1,7200,0.89,962,1447,1,13800,41,8
0,1,-1,-1,4800,0.94,1050,1935,1,12500,76,8
1,1,-1,-1,6600,0.78,349,6092,1,36600,28,1
0,1,-1,-1,5400,0.7,1104,2420,0,0,54,5
0,1,-1,-1,4100,1.03,1348,2670,0,0,19,6
0,0,1,0,5700,0.81,650,5009,1,8300,39,8
0,1,-1,-1,6400,1.01,4671,5359,1,9900,28,2
0,0,1,1,3500,0.89,1290,2550,0,0,37,0
0,1,-1,-1,4700,0.76,1488,5778,0,0,39,3
0,1,-1,-1,4700,0.54,2358,1328,0,0,45,6
0,0,1,0,8500,0.59,2337,247,1,31600,52,2
0,1,-1,-1,700,0.73,1240,1181,0,0,45,6
0,0,1,0,5900,0.9,708,1228,0,0,40,5
0,1,-1,-1,5200,0.95,1475,3372,0,0,59,1
0,0,1,1,3000,0.8,1409,3457,0,0,54,4
1,1,-1,-1,1600,0.7,1222,909,1,42000,28,0
0,0,1,0,3400,0.63,972,2929,0,0,32,4
0,1,-1,-1,8000,0.85,3123,1144,0,0,29,1
1,1,-1,-1,5400,0.34,3053,4067,1,28500,23,3
0,1,-1,-1,5500,0.94,3110,3243,1,3200,36,2
1,1,-1,-1,2700,0.55,1141,4261,1,37600,47,0
0,1,-1,-1,2600,0.9,1712,3630,1,26200,25,8
0,1,-1,-1,6400,0.89,1355,2180,0,0,47,1
0,1,-1,-1,0,-1,1279,2898,0,0,40,8
1,1,-1,-1,7400,0.76,4023,4235,1,43100,48,4
0,0,1,0,5100,0.65,3670,1638,0,0,49,4
1,1,-1,-1,5500,0.92,1669,8453,1,2400,32,8
0,1,-1,-1,0,-1,787,3032,0,0,42,2
1,1,-1,-1,6100,0.3,1154,5145,1,36100,27,8
1,0,1,0,4400,0.74,6504,5246,1,48500,35,5
1,0,1,1,1400,0.19,1749,1456,1,19500,56,4
0,1,-1,-1,0,-1,1029,976,1,10300,65,8
0,0,1,0,3700,0.58,63,4406,1,27600,42,7
0,1,-1,-1,4400,0.78,461,1958,0,0,52,3
0,1,-1,-1,4100,0.88,613,1539,0,0,50,2
1,1,-1,-1,3500,0.72,916,1699,1,24900,26,8
1,0,1,0,10000,0.99,522,8213,1,26900,57,1
1,0,1,0,7100,0.52,2871,4042,1,28100,28,1
0,0,1,0,6500,0.95,2344,6703,0,0,23,4
0,0,1,0,3400,0.6,1170,960,0,0,73,3
1,1,-1,-1,4100,0.8,3660,3555,1,38400,51,8
1,0,1,0,6000,0.54,1940,5438,1,20500,38,1
0,1,-1,-1,0,-1,859,994,0,0,50,8
0,1,-1,-1,8000,0.32,1753,2198,1,19300,36,8
0,1,-1,-1,3900,0.96,938,245,0,0,36,8
1,0,1,0,5200,1,3129,4168,1,30600,24,1
0,0,1,1,2500,0.93,1170,1512,1,29300,26,1
1,1,-1,-1,3600,0.49,1001,4639,1,25900,31,3
1,1,-1,-1,7500,0.55,1375,1953,1,34700,28,0
0,0,1,0,2700,0.86,1098,2154,1,21600,52,6
1,1,-1,-1,4000,0.67,1682,2148,1,25600,52,7
1,0,1,1,3700,0.68,445,2459,0,0,57,2
0,0,1,1,4100,0.82,1530,654,0,0,44,8
0,1,-1,-1,5100,0.83,482,4115,1,36700,41,5
1,1,-1,-1,4000,0.8,790,1899,1,21800,54,8
1,1,-1,-1,6100,0.47,5366,127,1,20800,34,8
1,0,1,0,5700,0.98,2578,5128,1,46900,51,8
1,0,1,0,2600,0.65,6118,4721,1,23800,51,8
0,0,0,1,4200,1.08,1546,1004,1,29600,31,8
1,0,0,0,6400,0.39,1970,4954,1,31800,51,0
0,0,1,1,3700,1.08,405,3620,0,0,29,8
0,0,1,0,8000,0.69,2193,2453,1,35800,23,1
0,1,-1,-1,1600,0.96,1188,1784,0,0,37,8
1,0,0,0,1900,0.52,3821,5149,1,40800,19,2
1,1,-1,-1,8000,1.01,545,3716,1,52600,41,2
0,1,-1,-1,3100,0.73,3138,5249,1,26800,64,6
0,1,-1,-1,5200,0.44,2009,1570,0,0,32,6
1,0,1,0,3400,0.81,3014,8334,1,48700,63,4
1,1,-1,-1,2800,0.75,2724,650,1,33500,56,6
0,1,-1,-1,1700,1.05,927,3108,1,31400,45,8
0,1,-1,-1,5800,0.58,1032,1273,0,0,57,1
1,1,-1,-1,4300,0.98,863,1444,1,4900,31,8
0,1,-1,-1,3100,1.06,217,2387,1,16800,51,3
0,1,-1,-1,7500,0.66,1047,4309,1,58300,30,4
0,0,1,0,4900,0.5,4671,7535,1,66200,34,1
0,1,-1,-1,5500,0.57,364,1242,1,29800,34,8
0,1,-1,-1,2800,0.81,1182,1833,0,0,50,2
1,0,1,1,2800,0.95,118,1466,1,25800,29,8
1,0,1,0,7900,0.82,1402,7595,1,34000,52,1
1,1,-1,-1,5400,0.75,5409,5535,1,28500,69,6
0,1,-1,-1,3600,0.58,126,2666,1,28600,52,8
1,0,0,1,3600,0.95,1395,3418,1,44100,55,2
1,1,-1,-1,5700,0.77,2533,2424,1,23700,23,8
1,0,1,0,3300,0.54,898,2058,1,19800,29,8
1,1,-1,-1,3800,0.72,811,1419,1,21600,47,5
1,0,1,0,3800,0.62,872,2528,1,24000,42,4
0,1,-1,-1,6400,0.58,2392,382,1,60700,44,7
1,0,1,0,2800,0.81,1129,3199,1,4900,49,1
0,0,0,0,1400,0.81,1091,719,0,0,48,2
1,0,1,0,2600,0.81,1318,2836,1,26500,35,4
0,1,-1,-1,600,0.62,844,1759,0,0,44,8
0,0,1,1,5500,0.77,3439,3254,1,37000,28,6
1,0,1,0,7400,0.57,1131,5208,1,40500,53,0
0,1,-1,-1,7100,1.06,2468,3117,1,52700,39,0
1,1,-1,-1,7900,0.35,1908,3508,1,28000,54,1
0,0,1,1,3100,0.69,701,1328,0,0,37,1
0,1,-1,-1,2700,0.54,2097,1663,0,0,33,8
0,1,-1,-1,3500,0.29,5077,4770,1,19900,50,3
0,0,1,1,5800,0.79,353,1711,1,24900,61,8
1,0,1,0,7000,0.72,1353,9534,1,38000,38,4
0,1,-1,-1,3000,0.74,7837,4056,0,0,72,1
0,0,1,1,0,-1,1768,1061,1,11800,61,8
1,1,-1,-1,5600,0.45,4622,6893,1,42500,34,1
1,1,-1,-1,5100,0.62,4842,3468,1,33000,41,1
1,0,1,0,4400,0.58,72,1463,1,21700,29,6
1,0,1,0,3600,0.48,4592,4102,1,12900,54,3
1,0,1,0,6600,0.35,2309,1769,1,44400,48,2
1,1,-1,-1,4800,0.86,1375,1013,1,27300,37,8
1,1,-1,-1,3100,0.53,2798,1983,1,18700,61,2
0,0,1,0,4300,0.81,683,2598,0,0,39,3
0,1,-1,-1,5200,0.58,3490,3728,1,37100,28,2
0,1,-1,-1,6700,0.65,1373,4091,0,0,37,0
0,1,-1,-1,2000,1.05,882,2261,1,32500,43,1
1,1,-1,-1,4200,1.03,2541,6248,1,73600,20,8
0,1,-1,-1,5900,0.9,2422,12356,1,16600,41,4
1,0,1,0,0,-1,476,2229,0,0,26,8
1,1,-1,-1,3600,0.26,1112,1488,1,32000,25,8
0,0,1,1,0,-1,958,1493,0,0,41,2
1,0,1,0,3200,0.65,3669,7763,1,65800,54,6
1,0,1,0,6600,0.47,3108,8253,1,24200,25,3
0,1,-1,-1,6700,0.94,2931,2540,0,0,19,4
0,1,-1,-1,2100,0.89,1733,1760,0,0,59,8
1,1,-1,-1,3700,0.55,6381,4918,1,10900,55,2
1,1,-1,-1,6000,0.77,272,2121,1,29500,26,4
0,0,1,0,3700,0.72,3562,5054,1,39400,26,1
1,1,-1,-1,8500,0.9,5582,6538,1,42000,34,4
1,1,-1,-1,6600,0.8,2185,7301,1,43100,39,7
0,1,-1,-1,3300,0.91,1821,2371,0,0,50,2
1,1,-1,-1,4300,0.85,597,2313,1,25500,74,1
0,0,1,0,5800,0.84,2052,955,1,13100,34,0
1,1,-1,-1,4200,0.67,4378,5090,1,32000,45,2
1,1,-1,-1,7200,0.75,1479,5049,1,62000,55,6
0,1,-1,-1,0,-1,1002,1903,0,0,28,2
0,0,1,0,5800,0.86,5304,5390,0,0,49,2
0,0,1,0,3600,0.76,168,1668,0,0,26,3
1,0,1,0,6600,0.72,2159,6059,1,34900,28,1
0,1,-1,-1,2300,0.8,2769,11216,1,70300,38,3
1,0,1,0,6100,0.86,3152,4087,1,48000,41,4
0,0,0,1,2000,0.79,2013,2647,0,0,69,6
1,1,-1,-1,7700,1.02,2928,6398,1,23200,43,8
1,0,1,1,3600,0.33,1237,2377,1,25600,49,1
1,0,1,0,8000,0.94,1372,1646,1,47000,25,4
0,0,0,1,3900,0.83,1542,579,0,0,38,8
1,0,1,0,4700,0.61,5694,2908,1,25100,32,1
1,1,-1,-1,1600,0.62,1051,1809,1,14800,31,8
1,1,-1,-1,1900,0.86,677,3679,0,0,55,2
0,0,1,0,1000,1.04,936,418,0,0,38,1
0,0,1,0,3600,0.86,3517,1595,0,0,72,2
1,0,1,1,4000,0.79,539,1415,1,39200,39,8
0,1,-1,-1,4000,1.03,4718,6594,1,31900,29,2
0,0,1,0,7600,0.93,1385,2226,0,0,50,8
0,1,-1,-1,8400,1.07,1593,947,0,0,40,4
1,0,1,0,6000,0.84,3369,723,1,38000,34,2
0,0,1,0,4300,0.75,4377,5621,0,0,39,3
0,1,-1,-1,3700,0.28,4473,1068,1,48300,45,1
1,0,1,1,2300,0.92,965,2491,1,28700,52,2
1,0,1,0,6800,0.71,5856,4423,1,58800,45,8
0,1,-1,-1,3600,0.63,1177,1083,0,0,52,1
1,1,-1,-1,7500,0.61,631,1000,1,27500,57,2
0,1,-1,-1,5600,0.53,1015,2756,0,0,42,2
0,0,0,1,3300,0.95,1252,3271,0,0,34,7
1,1,-1,-1,6000,0.71,867,4285,1,21400,68,4
0,0,1,1,3000,1.06,234,4052,1,19700,26,2
1,1,-1,-1,5000,0.67,215,2953,1,36200,52,1
0,1,-1,-1,3800,0.85,1448,1145,0,0,37,3
1,1,-1,-1,3600,0.61,2873,2345,1,48600,41,1
1,1,-1,-1,4600,0.83,574,2998,1,31100,23,3
0,1,-1,-1,2800,0.8,1430,3449,0,0,31,1
1,0,1,0,2300,0.52,316,5336,1,34900,19,8
0,0,1,1,1600,0.24,714,2404,0,0,23,4
0,0,1,0,4700,0.66,2237,1750,0,0,27,2
0,0,1,0,0,-1,1975,3063,0,0,24,2
1,0,1,0,6400,0.92,3681,4224,1,33400,61,2
0,1,-1,-1,3200,0.64,4001,4038,1,35700,39,8
0,0,1,1,0,-1,707,2632,0,0,46,2
0,1,-1,-1,5600,0.99,1695,3899,1,9600,49,3
0,1,-1,-1,4800,0.95,4653,3465,1,16600,53,0
1,1,-1,-1,3500,0.69,1263,929,1,14500,44,8
0,0,1,1,5600,1.04,1306,2815,1,26600,58,8
1,1,-1,-1,3400,0.53,3773,9844,1,40000,56,3
0,0,1,0,4500,0.31,705,1935,0,0,59,8
0,0,1,1,3200,0.71,1294,3490,0,0,50,6
0,0,1,0,4700,0.89,157,3604,0,0,34,8
0,1,-1,-1,4000,1.01,647,2810,1,16200,37,6
1,1,-1,-1,2800,0.86,761,3318,0,0,70,1
1,1,-1,-1,2900,0.91,1461,1849,1,14200,24,7
1,1,-1,-1,5900,0.79,2292,5018,1,44600,48,1
1,1,-1,-1,2600,0.65,1121,764,1,10300,26,2
1,1,-1,-1,3000,0.95,658,4086,1,34600,29,2
0,0,0,1,3700,0.78,402,1853,0,0,33,1
1,1,-1,-1,9400,0.8,2287,10756,1,24100,34,3
1,0,1,0,6300,0.69,3112,4427,1,37500,35,6
0,1,-1,-1,7300,0.52,895,1750,0,0,41,2
0,0,1,0,3800,0.84,1125,2536,0,0,43,8
1,0,1,0,3600,0.25,5159,2291,1,36600,62,1
1,0,0,0,4200,0.86,1783,4310,1,11800,38,8
1,0,1,0,3700,0.81,783,2211,1,16900,55,1
0,0,1,0,2400,0.96,1533,2332,0,0,36,5
0,1,-1,-1,2700,0.69,1253,1365,1,2300,28,4
0,1,-1,-1,5000,0.7,1488,1894,0,0,33,8
0,1,-1,-1,4500,0.63,1155,2353,0,0,33,2
0,1,-1,-1,0,-1,43,2666,0,0,61,1
1,0,1,0,5500,0.67,3841,6557,1,33300,32,2
0,1,-1,-1,7800,0.94,489,7671,0,0,50,5
0,1,-1,-1,2500,0.92,1070,487,0,0,34,4
0,0,1,0,2400,0.37,1105,1253,1,32500,42,5
0,0,1,1,2200,0.94,254,2577,0,0,41,3
0,1,-1,-1,4300,0.91,2379,4111,1,53100,66,5
0,1,-1,-1,2200,1.07,741,1924,1,15700,27,8
0,0,0,0,5400,0.42,2392,495,1,58200,25,8
0,1,-1,-1,4000,0.83,1386,3410,0,0,42,3
0,1,-1,-1,2100,0.74,478,1238,0,0,76,8
1,0,1,1,3300,0.72,1460,2371,1,13600,42,2
1,0,1,1,4800,0.89,639,1884,1,17400,29,1
1,1,-1,-1,3900,0.69,2402,5790,1,18000,38,1
1,1,-1,-1,3500,0.75,2825,1104,1,36300,44,7
1,0,1,1,700,0.42,1101,1200,0,0,22,1
1,1,-1,-1,3300,0.42,4232,1330,1,25400,45,3
1,1,-1,-1,6500,0.69,1911,5876,1,27900,43,3
0,0,1,0,1900,0.65,6765,7343,0,0,33,1
1,1,-1,-1,5900,0.72,743,3443,0,0,65,4
0,0,1,0,2900,0.67,1914,321,1,16900,34,2
0,1,-1,-1,5300,0.96,418,1764,0,0,30,4
1,1,-1,-1,4600,0.72,4321,633,1,21300,48,8
1,0,1,0,6600,0.64,2116,5765,1,11200,25,5
1,1,-1,-1,6500,1,1718,7924,1,45800,36,3
1,0,1,1,4000,0.65,851,2473,1,42000,29,1
0,0,1,0,5600,0.88,1782,7628,1,70200,23,2
1,1,-1,-1,6000,0.91,756,2953,1,38300,38,1
0,0,1,0,5000,0.95,468,5681,1,34900,59,3
1,0,1,0,3200,0.64,6772,3161,1,34100,32,6
0,0,1,1,0,-1,270,3062,1,29600,51,2
1,1,-1,-1,8500,0.76,928,6537,1,38100,46,1
0,1,-1,-1,3200,1,817,1017,0,0,27,8
1,1,-1,-1,4500,0.65,4883,6011,1,20800,31,8
1,1,-1,-1,3200,0.67,812,5911,1,27300,46,2
1,0,1,0,2100,0.65,1161,1163,1,21000,51,1
0,0,1,1,0,-1,1045,2339,1,24500,49,3
0,1,-1,-1,3000,1.02,526,2913,0,0,32,2
0,0,1,0,4200,0.84,1208,2241,0,0,46,2
0,0,1,1,4500,0.82,1936,3188,0,0,40,1
0,1,-1,-1,0,-1,1383,2301,0,0,27,2
0,0,1,0,4800,0.56,1633,2660,0,0,20,7
1,0,1,1,3300,0.68,942,2787,0,0,67,1
0,0,1,0,8000,0.77,2364,1012,1,45300,41,8
0,1,-1,-1,5500,0.73,6511,6309,1,48400,23,8
0,0,1,1,0,-1,712,1913,1,41200,41,4
0,0,1,1,0,-1,1023,1207,1,11000,29,0
0,0,1,1,4000,0.87,1593,1330,0,0,39,5
0,1,-1,-1,6900,0.6,1012,5185,1,44500,71,8
1,0,1,0,3600,0.89,419,1133,1,16600,40,4
1,1,-1,-1,8500,0.66,2156,4967,1,59800,36,4
0,0,1,0,3200,0.71,863,7539,1,15000,38,6
1,1,-1,-1,4200,0.37,1975,4098,1,21500,22,8
0,0,1,1,3700,0.82,2470,3706,1,53400,38,5
0,0,1,1,2200,0.85,1366,1624,1,800,43,1
1,1,-1,-1,5200,0.88,1138,1409,1,19000,73,5
0,1,-1,-1,800,0.84,932,1222,0,0,35,2
1,1,-1,-1,3300,0.64,1341,2257,1,18900,53,2
1,1,-1,-1,2700,0.84,4284,1832,1,37100,50,3
0,0,1,0,3900,0.24,2357,6406,0,0,44,1
1,0,1,1,2200,0.76,1003,2221,1,24100,34,3
0,0,1,0,6700,0.54,1061,4848,1,40100,31,2
1,1,-1,-1,2600,0.87,1778,1074,1,17000,52,1
1,0,1,1,2500,0.68,721,3600,1,21000,61,3
1,0,1,0,4100,0.61,957,2136,0,0,58,5
1,1,-1,-1,800,0.42,1218,2877,1,30700,50,5
1,0,1,1,3200,0.55,1517,2795,1,32400,55,1
1,0,1,0,6400,0.55,5475,5135,1,37100,27,2
1,0,1,1,6500,0.91,847,1269,1,15400,41,6
0,1,-1,-1,5600,0.35,7613,8645,1,22900,63,8
0,1,-1,-1,8700,0.65,834,6642,1,58200,40,1
1,1,-1,-1,900,0.64,1142,1468,0,0,60,3
0,1,-1,-1,0,-1,809,1823,0,0,43,6
0,1,-1,-1,3100,0.81,480,2360,0,0,33,6
0,0,1,0,3600,0.64,1753,3310,1,29100,45,3
1,1,-1,-1,3200,0.74,1659,2364,1,25800,32,2
1,1,-1,-1,3500,0.52,2406,5998,1,39200,40,4
0,0,1,0,4500,0.99,439,2434,0,0,48,1
0,0,1,1,4200,0.59,814,3681,0,0,39,2
0,0,1,1,2800,0.9,2089,3621,1,31600,41,1
1,1,-1,-1,6600,0.5,1777,4326,1,51200,53,1
0,1,-1,-1,3400,0.69,576,1046,0,0,37,8
0,1,-1,-1,3300,0.46,357,2162,0,0,36,2
1,1,-1,-1,2200,0.75,408,1845,1,8500,27,1
1,1,-1,-1,4400,0.83,1356,2297,1,28100,49,1
0,1,-1,-1,2100,0.7,1228,2767,0,0,68,8
1,1,-1,-1,3400,0.91,4245,2911,1,27100,31,2
1,1,-1,-1,4700,1,321,395,1,32600,67,4
1,1,-1,-1,2900,0.88,1271,875,1,28700,46,6
0,1,-1,-1,4600,0.82,2227,2992,1,25600,25,2
0,1,-1,-1,3700,0.48,527,1902,0,0,40,3
1,0,1,0,2100,0.82,50,7749,1,35200,37,5
0,1,-1,-1,0,-1,1634,3759,1,27200,22,4
1,0,1,0,8600,0.63,2463,1375,1,18200,53,2
0,1,-1,-1,2100,0.98,1271,1589,1,17800,30,3
1,0,1,0,7300,0.37,3722,2348,1,36900,30,1
1,1,-1,-1,2600,0.81,4845,3106,1,34600,46,1
0,1,-1,-1,6500,0.55,2404,6647,0,0,63,6
0,0,1,0,3900,0.67,2383,6867,1,44900,22,2
0,0,1,0,5300,0.76,1,3242,0,0,22,5
0,1,-1,-1,2600,0.52,348,773,0,0,31,1
1,0,1,0,5400,0.43,840,5745,1,15700,36,1
1,0,1,1,2500,0.68,1222,875,1,41200,52,8
0,1,-1,-1,2600,0.79,357,2552,0,0,51,8
1,1,-1,-1,5100,0.82,1006,4230,1,3900,71,4
0,0,0,1,2200,1.04,764,2993,0,0,49,4
0,0,1,0,4100,0.68,1205,1801,0,0,37,3
0,1,-1,-1,3800,0.79,655,2566,0,0,22,2
0,0,1,1,4100,1.04,785,3289,0,0,29,1
1,1,-1,-1,3700,0.55,4676,5680,1,29000,52,3
1,0,1,0,4100,0.6,3201,3646,1,58300,44,2
0,0,1,0,3600,0.49,3845,789,0,0,28,7
0,1,-1,-1,3100,0.42,549,3302,0,0,40,6
0,1,-1,-1,7600,0.7,5331,9883,0,0,54,3
0,1,-1,-1,0,-1,1458,7978,1,37200,60,8
0,1,-1,-1,2700,0.8,578,1679,0,0,55,2
1,1,-1,-1,2500,0.24,721,1108,1,30100,78,8
1,0,1,0,5700,0.43,947,4155,1,40300,32,1
1,1,-1,-1,7100,0.56,732,3755,1,41600,76,8
1,0,1,1,2300,0.48,2115,1036,0,0,43,8
0,1,-1,-1,5000,1,615,2895,1,25000,51,8
1,1,-1,-1,4200,0.48,4883,5608,1,41100,61,4
0,0,1,0,4900,0.47,1793,2977,1,16900,51,3
0,1,-1,-1,4200,0.44,865,1926,1,10500,58,8
0,1,-1,-1,4100,0.74,925,7198,1,42400,43,2
1,0,1,0,6600,0.92,1876,1553,1,35200,42,8
1,0,1,1,9700,0.83,493,2737,1,17200,45,7
1,0,1,0,5800,0.54,403,3003,1,21300,48,6
0,0,1,1,2400,0.9,1343,1188,0,0,35,1
0,1,-1,-1,3300,0.98,1146,2813,1,12000,44,8
1,1,-1,-1,8700,0.77,2380,3163,1,8100,40,2
1,0,1,0,2600,0.83,4298,6010,1,6500,24,0
1,0,0,1,5700,0.7,680,1088,1,27300,51,8
1,0,0,0,6300,0.56,4349,6044,1,41600,47,1
1,1,-1,-1,5800,0.61,627,188,1,29800,36,3
1,1,-1,-1,5500,0.93,3065,2935,1,44000,33,2
0,1,-1,-1,1300,0.99,1364,1163,0,0,33,4
0,1,-1,-1,2400,0.73,1263,146,0,0,39,3
1,1,-1,-1,3600,0.66,2049,6638,1,38200,44,5
1,1,-1,-1,4900,0.72,1296,3852,0,0,60,7
0,1,-1,-1,2000,0.62,1457,1968,0,0,30,3
1,1,-1,-1,6600,0.53,3350,1741,1,71900,42,5
0,1,-1,-1,7300,0.65,1418,2834,0,0,42,3
0,1,-1,-1,0,-1,1880,1295,0,0,39,6
1,1,-1,-1,2300,0.44,669,6546,1,48900,52,3
0,0,1,0,4100,0.98,2907,3151,1,49900,33,8
1,1,-1,-1,1300,0.71,1634,912,0,0,43,2
0,1,-1,-1,5500,0.71,1357,2394,0,0,52,4
0,0,1,0,3600,0.56,1834,1913,0,0,59,8
1,1,-1,-1,6000,0.65,1312,7023,1,64000,53,1
1,1,-1,-1,7200,0.44,601,5489,1,43300,31,1
0,1,-1,-1,5100,0.69,916,4370,1,30200,50,2
0,0,1,0,5600,0.77,4658,4322,1,32800,29,2
1,0,1,0,4300,0.56,3102,792,1,27300,50,4
0,1,-1,-1,2700,0.97,1656,1615,0,0,36,3
0,0,1,0,5500,0.69,1325,1931,1,20200,43,5
1,0,1,1,2400,0.8,848,2717,1,18500,30,4
1,1,-1,-1,5300,0.63,1072,2743,1,14700,29,4
0,1,-1,-1,4300,0.82,915,2482,0,0,42,6
1,1,-1,-1,2000,0.57,1185,7525,1,27900,57,5
1,1,-1,-1,7000,0.73,2368,6325,1,42700,54,1
0,1,-1,-1,1500,0.72,1606,820,1,26600,27,3
0,0,1,1,0,-1,1232,1171,1,37000,62,8
0,1,-1,-1,3900,0.64,1414,2220,0,0,21,8
1,0,1,1,5700,0.48,235,1923,1,20800,23,8
0,0,1,1,1200,0.75,306,2252,0,0,24,1
0,1,-1,-1,800,0.86,1279,1603,0,0,20,8
1,1,-1,-1,2700,0.65,1701,2074,1,32400,59,6
1,1,-1,-1,3400,0.61,838,3222,1,25100,28,2
